belongs_to_collection,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,keywords,cast,crew,ratings
,18,,25803,tt0907674,en,Amal,Autorickshaw driver Amal is content with the small but vital role he serves  driving customers around New Delhi as quickly and safely as possible But his sense of duty is tested by an eccentric aging billionaire who moved by Amals humility bequeaths him his entire estate before passing away With only one month to discover and claim the inheritance Amals struggles with duty and wealth are threatened by all those around him  from a young injured beggar girl and a lovely store merchant to the danger of the old mans uppercaste friends and siblings all seeking to claim their share of the riches,0.635498,93lnXustnEtAKnwKMmppsij52wOjpg,,iso31661 CA,2007-09-13,101.0,"hi,en",Released,,Amal,8.0,9.0,,25803,25803,24.09090909090909
,"9648,53",,25807,tt0041790,en,Red Light,Nick Cherney in prison for embezzling from Torno Freight Co sees a chance to get back at Johnny Torno through his young priest brother Jess He pays fellow prisoner Rocky who gets out a week before Nick to murder Jess who dying tells revengeminded Johnny that hed written a clue in the Bible Frustrated Johnny obsessively searches for the missing Gideon Bible from Jesss hotel room,1.052809,zq90a8If3P3v0QUtPTf2jB13ugcjpg,15957,iso31661 US,1949-09-30,83.0,en,Released,THERES TROUBLE AHEAD,Red Light,5.4,5.0,"3036,155436,195402",25807,25807,32.1875
,"16,35,10751",,25831,tt0100409,en,The Prince and the Pauper,Long ago in a land with an ailing king there was a pair of boys who looked exactly alike a pauper called Mickey and the other the Crown Prince,2.312207,pJ7wD71Zhu765pMg4bHCTHa3FrFjpg,2,iso31661 US,1990-11-16,25.0,en,Released,,The Prince and the Pauper,6.7,32.0,"3071,3870,5369,9920,177035",25831,25831,36.0
,"35,18,10402",,25832,tt0092580,en,Aria,Ten short pieces directed by ten different directors including Ken Russell JeanLuc Godard Robert Altman Bruce Beresford and Nicolas Roeg Each short uses an aria as soundtracksound Vivaldi Bach Wagner and is an interpretation of the particular aria,2.267249,8e3kgh2NUGyI092TjGiG0XJO6vGjpg,"4878,23915,23916",iso31661 GB,1987-05-27,90.0,"en,fr,de,it",Released,Ten great directors One unforgettable film The most sensual experience youll ever have in a movie theater,Aria,6.2,11.0,"236,395,572,782,1326,1328,1664,2199,2334,2483,2546,4849,9673,9826,9887,10551,14819,195607",25832,25832,36.25
id 129453 name Eating Out Series posterpath uK86CFpVQjP7t4f7U9sIH8FotKNjpg backdroppath None,35,,25833,tt1472059,en,Eating Out All You Can Eat,Tiffani and her friend Casey try to lure the gorgeous Zack with a phony online profile using the image of Tiffanis buff ex Ryan which works fine until the real Ryan shows up Only through some fancy footwork advice from his Aunt Helen and mentor Harry and a daring sexual escapade can Casey figure out how to set things right and perhaps even find the love hes been seeking,2.227403,oqZsLFEC2m1ZnuGhT2162jadiGLjpg,,iso31661 US,2009-10-09,80.0,en,Released,,Eating Out All You Can Eat,5.6,18.0,,25833,25833,37.74590163934426
id 114915 name Xtro Collection posterpath q7nOlgGzUxX85q45pshEaU65P2Ajpg backdroppath None,"878,27",,25834,tt0086610,en,Xtro,Tonys father Sam abducted by aliens three years earlier returns to earth and seeks out his wife and son but Rachel has since been living with Joe and the reunion is awkward Joe doesnt trust Sam and Rachel cant quite decide what her feelings are for her two men Sam is not the same as when he left and he begins affecting Tony in frightening ways,3.267125,y8b28XoUDqk5RvQMcwavJzJ5aPGjpg,24257,iso31661 GB,1982-12-06,83.0,en,Released,Some extraterrestrials arent friendly,Xtro,5.4,37.0,"293,570,572,1930,2483,3199,3307,5774,8775,9820,9951,10183,10292,11221,12553,14742,197927",25834,25834,37.54838709677419
,"14,18,10751",,25842,tt0029992,en,A Christmas Carol,Reginald Owen portrays Charles Dickens holiday humbug Ebenezer Scrooge the misers miser who has a huge change of heart after spirits whisk him into the past present and future,1.896952,kT3QJRVOdB4QLYJtdzLTcUNd4Rejpg,"1460,8411",iso31661 US,1938-12-16,69.0,en,Released,Greater than David Copperfield,A Christmas Carol,7.0,34.0,"65,33966,180975",25842,25842,34.53488372093023
id 201689 name Karas The Collection posterpath g8jDUW4hiuwZTmRlJ2a6GYzYUStjpg backdroppath vi79DZQm7FBNMTImNN0o0OjntH4jpg,"14,16,878,10769,28",httpkarasmangacom,25843,tt0809927,ja,Karas The Prophecy,In a Japanese city haunted by nature spirits and demons a secret war is raging between the renegade demon Eko and a spectral warrior known as the Karas Eko has mechanized himself and his followers to defend against the unearthly fury of the Karas in addition to an armored humanoid form the Karas can transform into any of various heavily armed and armored vehicles Eko and his followers prefer to live in the material realm in human form but to continue doing so they must feed on the fluids of human bodies Their periodic feasts result in massacres that leave only a single traumatized survivor these inexplicable tragedies are the obsession of a marginalized police inspector whose daughter was the survivor of one such massacre Oppo,1.035921,vSk3ylOyZF7deAnevjxxxszeODejpg,,,2005-05-25,90.0,ja,Released,,Karas The Prophecy,6.2,6.0,10564,25843,25843,28.333333333333332
,"18,35",,25846,tt1081935,it,Baara,Giuseppe Tornatore traces three generations of a Sicilian family in in the Sicilian town of Bagheria known as Baara in the local Sicilian dialect from the 1930s to the 1980s to tell the story of the loves dreams and delusions of an unusual community,7.109369,rI4uK8MOxhuvorn3CGF4z35Y4Zkjpg,6246,iso31661 IT,2009-09-02,150.0,"en,it",Released,,Baara,7.1,124.0,"629,1755,10391,173644",25846,25846,35.0
,"35,18,10749",,25852,tt1151915,en,Nothing Like the Holidays,Its Christmastime and the farflung members of the Rodriguez family are converging at their parents home in Chicago to celebrate the season and rejoice in their youngest brothers safe return from combat overseas,1.953115,tWS6WlGCF6ySiYuH4XDmO2cMwLXjpg,12807,iso31661 US,2008-12-12,98.0,en,Released,,Nothing Like the Holidays,6.5,17.0,10183,25852,25852,37.35294117647059
,"53,28",httpwwwjijaragingphoenixcom,25855,tt1551621,th,,A violent gang is abducting and killing women around Thailand Sanim and his friends having had loved ones abducted have joined together to break the gang of kidnappers In a botched kidnap attempt Deu is saved by Sanims crew After learning their unique martial arts style Deu helps lure the gang into an epic battle to save the women across Thailand,2.07265,OvVVYYG8TnFdV14cwYH0AT6RUEjpg,"4206,7726",iso31661 TH,2009-08-12,112.0,th,Released,,Raging Phoenix,5.4,14.0,779,25855,25855,37.11538461538461
,18,,25858,tt0040979,ja,,In this powerful early noir from the great Akira Kurosawa Toshiro Mifune bursts onto the screen as a volatile tubercular criminal who strikes up an unlikely relationship with Takashi Shimuras jaded physician Set in and around the muddy swamps and back alleys of postwar Tokyo Drunken Angel is an evocative moody snapshot of a treacherous time and place featuring one of the directors most memorably violent climaxes,3.12255,havmCvsbtcklhEdkvaCw9aOrMV1jpg,882,iso31661 JP,1948-04-27,98.0,ja,Released,,Drunken Angel,7.7,54.0,"13142,33457",25858,25858,37.89473684210526
,"35,80",,25866,tt0057967,fr,Le corniaud,In this FrencoItalian gangster parody a shop keeper on his way to an Italian holiday suffers a crash which totals his car The culprit can only compensate his ruined trip by driving an American friends car from Napels to Bordeaux but as it happens to be filled with such contraband as stolen money jewelry and drugs the involuntary and unwitting companions in crime soon attract all but recreational attention from the milieu,4.684921,msBunz3V1g2ILoR7ibHvGxDNyVbjpg,"1398,1671",iso31661 ES,1965-03-24,111.0,fr,Released,The funniest fraud a fallguy ever fell for,The Sucker,7.3,92.0,,25866,25866,36.60493827160494
,"14,18,10749,10769",httpaladinerosentertainmentcom,25868,tt1227762,hi,Aladin,Based in the municipality of Khwaish abused by his classmates Aladin Chatterjee who was orphaned when his parents Arun and Riya died in an accident in Siachen Valley lived with his paternal grandfather until the laters passing Now alone grown up studying in Khwaish University and still being abused by fellowcollege mates he finds himself smitten by the lovely US Exchange Student Jasmine Unable to express his feelings for her he rubs a lamp that was gifted to him on his birthday which summons a genie named Genius He gets 3 wishes but wastes 2 of them but on the 3rd one he insists that Genius assist him to win Jasmines heart without any magical tricks Hilarious chaos result when everything seems to fail while an immor,1.901261,rudgRXKFtVrq09ZGQLSSdHhP6Tyjpg,,iso31661 IN,2009-10-29,132.0,hi,Released,and the Mystery of the lamp,Aladin,5.9,9.0,,25868,25868,37.56521739130435
,"18,10769,10749",,25869,tt0485272,hi,SalaamEIshq,Born in Dehra Dun temperamental and ambitious Kamna changes her name to Kamini hires Babu as her Manager and becomes one of the most soughtafter heroines in Bollywood As a publicity stunt and to get the attention of filmmaker Karan Johar she recruits Rahul to pose as her childhood sweetheart and future husband  which result in nothing but insecurities for both,1.091632,fzrDKqLMQGgNcocaOKMqj7z62Yjjpg,"3653,16854",iso31661 IN,2007-01-25,216.0,hi,Released,,SalaamEIshq,5.7,14.0,"4344,9673,9840,10540,156934",25869,25869,34.03846153846154
,"10752,18,36",,2587,tt0069824,it,Fratello sole sorella luna,This is a dramatization of events in the life of St Francis of Assisi from before his conversion experience through his audience with the pope including his friendship with St Clare,1.763243,5YmPHBDfKK6Pl0EFvzM1BhtnTKujpg,"4,8930,11707",iso31661 IT,1972-03-03,135.0,en,Released,,Brother Sun Sister Moon,6.3,17.0,11001,2587,2587,29.710216110019648
,"28,35,18,10751,10402",,25872,tt0084504,en,The Pirate Movie,A comedymusical utilizing both new songs and parodies from the original Gilbert and Sullivans Pirates of Penzance as well as references to popular films of the time including Star Wars and Raiders of the Lost Ark In your typical boy meets girl boy loses girl boy fights girl with swords plot the story revolves around Mabel,0.840824,6m1mBSu2SCs0BUn0xnULNXLhhuZjpg,10778,,1982-08-06,98.0,en,Released,Buckle Your Swash and Jolly Your Roger for the Funniest Rock N Rollickin Adventure Ever,The Pirate Movie,5.4,7.0,"4344,9755,12988",25872,25872,32.5
,878,,25874,tt0064473,en,The Illustrated Man,A man who has a body almost completely covered in tattoos is searching for the woman who cursed him with the skin illustrations Each tattoo reveals a bizarre story which is experienced by staring at the scene depicted When the illustrated man meets a fellow tramp on the road a strange voyage begins,2.237092,5IKaPgai90wYeLPT2YJmC0HOTgzjpg,6131,iso31661 US,1969-03-26,103.0,en,Released,Dont dare stare at the illustrated man,The Illustrated Man,5.4,15.0,"409,2043,2964,3206,3298,4563,5386,9743,9820,9831,9893,10150,10158,10349,10536,10629,11669,206230",25874,25874,31.666666666666668
,"18,27,53,878,9648",,25875,tt0486480,zh,Gui si,A scientist uses his invention  the Menger Sponge  to capture the energy of a dead childs spirit in an old building In trying to determine why the energy of the ghost does not dissipate the team discovers the identity and the dramatic story of the boy,2.230957,d1NAyVQZzkQV8xypPI8MacnV0gejpg,4713,iso31661 TW,2006-09-28,108.0,"zh,en,ja",Released,,Silk,6.4,30.0,,25875,25875,29.666666666666668
,"35,18",httpwwwjuliomedemorgcaoticaanahistoriahtml,2588,tt0456340,es,Catica Ana,The teenager artist Ana is raised in Ibiza by her German father Klaus in a naturalist lifestyle in a cave One day she meets a woman called Justine that invites Ana to move to Madrid offering education and economical support to live in an old house with other artists having classes of Arts and with the only commitment of studying Ana befriends her mate Linda Bebe and falls in love for the problematic Said having her first sexual experience with him After a period together Said leaves Ana and then she is hypnotized by Anglo discovering her past lives and deaths,4.502465,8A7VYEptvcdVvLIgckSoFlcQjf3jpg,"692,14688",iso31661 ES,2007-08-24,119.0,es,Released,,Chaotic Ana,6.9,19.0,"744,1904,3363,3675,6814,14751",2588,2588,26.31578947368421
,"28,35,10751",,25884,tt0095145,en,Feds,Ellie DeWitt and Janis Zuckermann are admitted to the very strict FBI Training Academy They get a hard course in which they learn to deal with guns and to recognise crimes They also get a physical training It appears that Ellie is a real fighting machine in contrast with Janis the great student They have to help each other all the way to graduation,3.139282,a8g0q2R4cwLc5a9SSBuqq6GhSlqjpg,6194,iso31661 US,1988-10-28,90.0,en,Released,Sleep Tight America These Women Carry Guns,Feds,5.7,10.0,"1812,18525",25884,25884,30.833333333333332
,35,,25890,tt0433116,en,Looking for Comedy in the Muslim World,To improve its relations with Muslim countries the United States government sends comedian Albert Brooks to south Asia to write a report on what makes followers of Islam laugh,1.209137,kjWZ7VSilr9gTdymon7ycB8euzEjpg,"446,1490,2265,34842",iso31661 US,2005-12-15,98.0,en,Released,,Looking for Comedy in the Muslim World,5.6,12.0,3972,25890,25890,32.22222222222222
,"35,18,10751",,25893,tt0048604,en,The Seven Little Foys,Vaudeville entertainer Eddie Foy who has vowed to forever keep his act a solo falls in love with and marries Italian ballerina Madeleine While they continue to tour the circuit they begin a family and before long have seven little Foys to clutter the wings After tragedy threatens to stall Eddies career he comes to realize that his little terrors are worth their weight in gold  Chris Stone,1.557872,yni64FNorUAENr6iTIGLIK0R9yCjpg,"4,14069",iso31661 US,1955-09-30,93.0,en,Released,The story of a husband who didnt have time to come home Daddy couldnt get home so the kids all trouped down to Broadway and got into the act The incre,The Seven Little Foys,6.3,3.0,157768,25893,25893,34.285714285714285
,"18,53",,25894,tt0035605,en,Above Suspicion,Frances and Richard Myles Joan Crawford and Fred MacMurray are newlyweds honeymooning in Europe on the eve of World War II Unexpectedly they find themselves commissioned by the British secret service to secure the plans for a new secret weapon masterminded by the Nazis involving magnetic mines The trail leads them to Innsbruck where they arouse the suspicions of a Gestapo chief,4.741695,2xg2uVLOHqqYCxqADZt5qJIrOYNjpg,8411,iso31661 US,1943-05-01,90.0,"ar,en,fr,de",Released,It happend on a honeymoon,Above Suspicion,6.0,11.0,"441,1562,2676,3269,11489,18118,33484,158922,191726,208878,234417,236950,236953,236954,236955",25894,25894,37.22222222222222
,35,,25898,tt0024852,en,Babes in Toyland,Ollie Dee and Stanley Dum try to borrow money from their employer the toymaker to pay off the mortgage on Mother Peeps shoe and keep it and Little Bo Peep from the clutches of the evil Barnaby When that fails they trick Barnaby into marrying Stanley Dum instead of Bo Peep Enraged Barnaby unleashes the bogeymen from their caverns to destroy Toyland,7.768271,8EoKfCGMTcywFSA6Wxt1a8HDQlxjpg,8411,iso31661 US,1934-12-14,73.0,en,Released,,Babes in Toyland,6.6,28.0,"65,10324",25898,25898,38.77717391304348
